order_id,revenue_per_order
27232,448.97
34036,19.97
62041,19.97
63971,19.97
76544,19.97
81637,93.96
87156,167.96
100391,19.97
124360,19.97
2169,19.98
3289,19.98
4016,83.63
14936,19.98
24274,19.98
25541,101.98
27424,19.98
37547,19.98
42120,19.98
48517,19.98
48976,65.9
58756,19.98
75662,19.98
75951,140.07
78493,19.98
82274,93.98
85638,19.98
87271,19.98
88240,19.98
89574,19.98
94932,51.57
98042,19.98
102419,54.92
110916,49.98
121994,288.97
44,19.99
278,19.99
475,19.99
974,19.99
1164,19.99
1311,19.99
1655,227.98
2326,19.99
2726,139.69
2836,211.24
2918,19.99
2944,19.99
3193,19.99
3326,19.99
3681,91.99
4392,19.99
4413,19.99
4570,19.99
4827,19.99
4990,19.99
5464,19.99
5484,19.99
5521,19.99
5709,19.99
6088,19.99
6699,19.99
6888,174.36
7176,103.98
7274,241.44
7399,19.99
7778,19.99
7918,19.99
7994,19.99
8119,19.99
8408,19.99
8927,19.99
8946,19.99
8949,229.98
9041,272.49
9631,312.99
9988,19.99
10276,225.89
10315,41.99
10921,59.49
11181,19.99
11346,19.99
11783,19.99
11863,19.99
12010,84.98
12162,185.48
12841,19.99
12879,195.1
13193,59.98
13513,70.39
13621,156.34
13923,19.99
14198,19.99
14457,19.99
15337,19.99
15466,19.99
15661,119.49
15751,46.58
15770,19.99
15971,19.99
16042,55.99
16289,94.49
16408,165.15
16488,300.98
16548,52.98
16674,144.99
16811,94.98
16892,19.99
16977,19.99
17304,19.99
17431,19.99
17708,19.99
18951,137.89
19781,19.99
19916,19.99
19973,19.99
20088,89.94
20217,19.99
20475,19.99
20602,19.99
20703,19.99
21134,129.99
21383,19.99
21428,19.99
21665,19.99
22407,19.99
22479,75.99
22787,19.99
22898,19.99
22953,19.99
23106,19.99
23249,19.99
23474,239.57
23489,19.99
23814,19.99
23954,19.99
24348,19.99
24353,19.99
24459,19.99
24555,19.99
24625,19.99
25292,19.99
25477,19.99
25551,172.48
26119,48.68
26471,102.98
26519,19.99
26523,158.98
26798,19.99
26970,19.99
27036,19.99
27279,19.99
27349,19.99
27723,54.98
28304,214.99
28800,19.99
29013,19.99
29594,88.64
30259,107.07
30391,175.48
31060,19.99
31156,19.99
31459,19.99
31555,68.99
31600,19.99
31927,124.48
31950,19.99
31961,19.99
31966,19.99
32425,19.99
32428,83.48
32545,19.99
32735,44.99
32818,19.99
32965,95.59
33001,19.99
33290,44.99
33523,19.99
34277,59.98
34462,19.99
34691,19.99
34706,221.57
34997,47.99
35054,19.99
35380,19.99
35632,61.97
35986,19.99
36463,144.99
36761,19.99
36783,19.99
36803,19.99
36828,64.99
37572,159.98
37722,19.99
37794,19.99
37898,19.99
38207,19.99
38387,19.99
38392,19.99
39741,168.98
40065,186.97
40067,59.97
40446,19.99
40662,96.72
40944,19.99
40973,179.94
40988,19.99
41181,19.99
41395,19.99
41745,124.99
42462,19.99
43413,19.99
43873,19.99
44184,49.98
44363,253.76
44495,19.99
45109,19.99
45187,67.99
45213,19.99
45384,19.99
45461,19.99
45502,19.99
45545,101.49
45567,162.49
45868,19.99
45869,19.99
46106,19.99
46803,19.99
47253,19.99
47329,19.99
47529,117.94
48085,177.92
48094,288.38
48099,19.99
48169,19.99
48396,407.71
48754,89.49
49246,67.99
49459,19.99
50370,19.99
50490,19.99
50846,19.99
51727,44.99
52876,56.98
53112,19.99
53117,123.99
53431,19.99
53615,219.94
53672,19.99
53691,19.99
53754,19.99
53826,19.99
54170,139.99
54231,19.99
54386,19.99
54409,109.44
54472,19.99
54578,58.24
54591,19.99
54989,140.49
55275,19.99
55363,162.04
55671,19.99
55936,19.99
56200,199.99
56234,19.99
56392,76.99
56636,57.79
57084,228.96
57456,19.99
57532,19.99
58166,19.99
58318,137.58
58362,19.99
58368,19.99
58807,19.99
59116,19.99
59219,19.99
59717,19.99
59905,19.99
60092,19.99
60097,19.99
60174,69.98
60406,19.99
60428,69.99
60938,45.99
61326,244.49
61486,19.99
61550,19.99
61725,19.99
61754,19.99
61760,63.99
61964,19.99
62359,19.99
62829,19.99
63045,19.99
63091,169.97
63202,177.99
63488,19.99
64289,49.97
64425,19.99
64483,19.99
64526,287.99
64727,19.99
64871,19.99
65084,61.24
65115,209.94
65188,217.95
65250,19.99
65663,277.99
66114,164.43
66186,19.99
66250,49.94
66539,19.99
67250,74.94
67818,19.99
67870,19.99
67936,19.99
68348,19.99
68704,122.12
69698,47.99
69817,19.99
70074,79.49
70186,19.99
70662,119.98
71156,185.53
71338,19.99
71526,66.94
72425,214.97
72427,19.99
72602,19.99
74201,19.99
74278,247.98
74986,19.99
75213,19.99
75756,19.99
75810,19.99
75916,53.98
76128,19.99
76136,19.99
76258,187.99
76306,19.99
77471,19.99
77544,207.99
77598,78.99
77766,19.99
77784,64.99
77819,157.94
78099,19.99
78358,19.99
79180,82.88
79433,66.98
79458,19.99
79709,194.72
79903,19.99
79906,100.47
80447,19.99
80464,49.98
80841,19.99
80961,122.98
81082,19.99
81413,19.99
81752,19.99
81765,41.99
82228,19.99
82317,19.99
82585,19.99
82662,78.99
82790,204.99
82992,19.99
83277,44.99
83719,188.99
83873,19.99
84006,19.99
84113,147.99
84195,19.99
84762,44.99
84966,19.99
85036,19.99
85701,19.99
86153,19.99
86192,19.99
86600,179.46
86679,19.99
86784,63.99
87311,54.99
87669,19.99
88087,84.94
88215,19.99
88231,19.99
88341,110.74
88686,19.99
88983,19.99
89138,44.99
89179,19.99
89348,19.99
89430,19.99
89460,19.99
89965,19.99
90317,19.99
90384,19.99
91062,47.99
91346,39.98
91482,19.99
91873,188.98
92132,19.99
92254,19.99
92652,62.16
93152,19.99
93175,19.99
93288,63.08
93292,120.97
93360,19.99
93705,47.99
93838,159.98
93946,19.99
94000,223.39
94188,19.99
94685,19.99
94997,19.99
95074,194.99
95268,19.99
95313,19.99
95986,19.99
96093,61.98
96621,19.99
96926,46.89
96949,19.99
97013,19.99
97345,19.99
97362,19.99
98059,19.99
98231,64.98
98381,19.99
98453,19.99
99467,69.49
99530,19.99
99782,19.99
99878,19.99
100617,19.99
100737,19.99
101619,176.66
101690,49.24
101710,344.99
101714,19.99
102094,57.99
102131,44.99
102765,19.99
102833,19.99
103353,19.99
103497,19.99
103605,19.99
103956,19.99
104033,19.99
104081,19.99
104565,19.99
105011,19.99
105124,198.99
105198,19.99
105421,64.98
106323,19.99
106490,109.99
106538,180.98
106710,19.99
106870,19.99
107327,74.98
107562,19.99
107736,19.99
107827,19.99
107847,19.99
108580,59.49
108659,19.99
108949,19.99
109042,19.99
109062,55.99
109775,19.99
109892,19.99
110191,19.99
110222,19.99
110486,101.97
110796,19.99
111034,59.87
111072,19.99
111088,19.99
111570,19.99
111784,238.99
112096,19.99
112156,19.99
112210,381.98
112416,209.99
112658,154.94
112858,53.98
113130,118.99
113138,177.99
113422,19.99
113589,49.99
113957,19.99
114045,19.99
114056,123.64
114280,19.99
114478,59.98
114764,19.99
115688,44.99
115945,248.39
115984,19.99
116312,19.99
116363,19.99
116649,19.99
117539,97.99
117798,19.99
117809,109.98
118785,88.99
118787,19.99
118806,19.99
118947,119.98
119340,19.99
119836,41.94
121096,54.64
121248,120.62
121614,98.99
121881,19.99
122889,19.99
123383,19.99
123646,48.76
123933,19.99
124428,110.93
124432,19.99
124692,89.87
124724,44.99
583,72.99
1804,20.0
2659,20.0
2860,20.0
2887,128.0
3713,20.0
4116,20.0
4258,20.0
4626,152.99
5053,20.0
5436,20.0
6925,89.98
6926,104.6
7106,20.0
8355,20.0
9869,218.0
9994,20.0
10025,20.0
10103,20.0
10692,20.0
10945,106.0
11874,20.0
13889,20.0
14320,20.0
14992,20.0
15542,49.97
15557,61.7
15588,20.0
16290,243.0
16307,20.0
16650,308.95
17689,20.0
19160,83.99
19874,60.0
20724,20.0
20854,74.0
21955,20.0
22127,125.0
22194,352.95
22377,45.0
23256,20.0
23281,20.0
23766,284.97
24784,106.0
25979,20.0
27325,59.0
27711,88.0
27930,130.0
28014,44.0
28263,65.0
28932,20.0
29149,20.0
29398,198.0
29734,20.0
30429,20.0
31606,82.49
31727,20.0
31760,20.0
31890,48.0
32479,20.0
33155,69.99
33248,42.95
33303,68.0
33342,20.0
33624,176.56
34646,20.0
34787,59.5
34907,20.0
35821,20.0
36850,20.0
38495,59.0
39128,109.0
39912,303.95
40394,75.0
40477,138.0
40512,20.0
41856,20.0
42083,20.0
42698,20.0
42832,20.0
44339,20.0
44477,59.99
44551,20.0
45611,20.0
46470,20.0
47008,20.0
47356,20.0
47557,59.45
47773,20.0
47811,54.0
48942,962.99
49560,138.98
50452,20.0
50455,20.0
51713,159.5
51867,20.0
53630,20.0
54106,20.0
54380,70.15
54808,90.58
56544,71.95
56546,20.0
57472,20.0
59124,20.0
59371,20.0
59626,78.0
59948,20.0
60043,119.99
60555,155.0
61127,20.0
61730,109.95
61851,20.0
61961,45.0
62251,69.99
62850,20.0
63235,119.0
64336,20.0
65131,144.17
65914,20.0
66069,152.78
66442,20.0
67913,20.0
69400,20.0
69753,20.0
71132,75.0
71990,20.0
72437,20.0
72833,127.99
74186,92.99
74319,20.0
74417,265.0
74698,153.99
75408,139.45
75619,20.0
77415,122.5
77528,20.0
78127,20.0
78375,20.0
78376,159.99
78573,311.99
79392,20.0
79646,20.0
79855,20.0
80087,20.0
81293,298.98
81501,20.0
81696,20.0
82378,20.0
83133,20.0
83582,20.0
83585,45.0
85780,20.0
88454,203.95
88702,64.99
88731,20.0
88823,51.59
89528,20.0
89768,148.0
89909,20.0
90322,117.88
90527,149.5
90566,167.5
90966,42.0
91217,44.0
91585,20.0
92217,20.0
92350,20.0
93023,233.3
93536,20.0
94492,20.0
94761,132.99
95100,20.0
95261,20.0
96091,20.0
96244,20.0
98075,79.99
99392,20.0
99728,20.0
100000,184.5
100670,145.0
101345,20.0
103731,113.82
103776,20.0
104314,20.0
104359,20.0
105960,20.0
107349,54.5
107671,279.99
108463,20.0
108877,40.86
109142,109.99
109441,20.0
109477,94.99
109851,20.0
109876,114.77
110718,20.0
111063,20.0
112524,20.0
113709,20.0
114509,100.08
114719,207.97
114910,99.0
114978,20.0
115209,242.94
115363,45.0
115786,62.0
115887,20.0
115940,72.5
116218,217.99
116380,56.28
117337,20.0
117476,20.0
118204,20.0
119597,74.95
119727,45.0
119756,20.0
121028,192.5
121251,53.98
121972,20.0
123157,69.88
124533,59.99
124689,20.0
124700,79.9
124913,20.0
114071,172.02
64372,70.0
25395,20.1
48421,20.1
3769,118.14
18641,20.14
39314,180.16
49757,20.18
1856,45.19
93002,20.2
93505,20.2
46584,20.21
2386,142.2
33333,20.22
99409,70.22
103618,20.23
1450,20.24
5155,55.26
51872,20.27
61109,20.27
41338,20.28
67479,20.36
119829,20.36
74565,55.38
95036,20.39
13582,214.36
77055,170.4
67681,141.38
97148,20.43
94062,128.45
42560,20.48
74557,20.48
2205,198.49
108742,20.49
112946,83.49
14633,70.5
15596,20.5
32543,20.5
52548,20.5
63363,20.5
75673,44.5
77889,299.5
91426,20.5
108904,164.24
66081,80.04
36399,70.65
49193,20.75
57932,20.75
101179,261.88
22419,20.78
55420,20.78
62439,70.73
101343,20.78
49639,84.78
71206,20.79
12738,314.74
91594,20.8
72376,180.78
32363,20.86
52395,178.48
71130,20.86
84128,20.86
90310,154.82
19686,20.9
22536,208.39
37181,84.9
39055,20.9
39982,20.9
59667,45.89
84821,20.9
87619,48.9
98556,20.9
110640,20.9
122802,20.9
53347,80.16
10529,119.4
15839,20.93
10706,20.94
326,65.95
12273,20.95
15634,20.95
33665,45.95
35142,20.95
44700,20.95
46130,249.4
47475,87.55
54060,113.35
62608,160.85
64946,110.94
65500,20.95
65550,54.94
72394,139.52
73609,20.95
76197,56.95
77976,20.95
83767,20.95
90374,53.95
91761,20.95
100225,217.39
106415,20.95
111720,20.95
118413,114.35
119592,45.95
38132,20.97
87664,20.97
89310,20.97
95511,171.15
124909,20.97
417,20.99
3943,57.98
4099,20.99
6710,20.99
10364,353.66
10844,20.99
15125,20.99
24679,150.51
25118,20.99
29516,109.99
29732,20.99
32836,20.99
35617,20.99
40019,20.99
41076,60.89
41849,380.91
43794,20.99
47486,20.99
49993,20.99
50113,20.99
52224,430.84
53428,20.99
56008,323.92
60225,20.99
63007,135.48
63364,20.99
63624,20.99
63953,20.99
66125,20.99
69230,175.99
72817,20.99
77102,20.99
78256,120.93
79173,53.12
79206,42.99
81107,267.98
82746,20.99
83626,20.99
85642,65.9
88917,20.99
90961,20.99
97257,20.99
104189,20.99
116502,20.99
117517,53.89
119299,20.99
119598,499.99
119835,60.94
123279,20.99
170,21.0
2097,107.94
2153,188.98
6677,21.0
7396,57.95
7664,21.0
10083,212.3
10136,21.0
13226,225.97
14116,21.0
15736,21.0
15808,134.69
16989,21.0
18131,21.0
18488,21.0
20139,205.42
20141,147.52
20579,49.0
20924,50.99
23363,286.0
27701,21.0
27917,21.0
31811,80.99
37341,21.0
38538,61.0
39066,76.0
39927,140.49
46749,74.95
48091,266.3
48184,115.0
50311,188.93
50890,21.0
52159,21.0
54145,247.05
55863,21.0
60896,21.0
61761,177.99
63256,218.98
66609,21.0
66635,244.0
68003,21.0
71152,21.0
71950,21.0
75472,116.88
77853,21.0
80758,21.0
81285,129.75
81392,21.0
88361,21.0
91874,21.0
94158,21.0
94548,21.0
101007,21.0
102596,155.99
103674,21.0
106181,21.0
111732,53.0
112002,21.0
114634,180.95
116165,21.0
116261,21.0
116485,21.0
117985,243.0
118527,134.9
118729,86.0
119640,365.94
124531,21.0
98465,21.02
52290,184.98
71757,60.56
87819,21.05
94051,21.05
112097,21.05
57332,21.06
115485,21.06
81691,67.1
119516,21.1
117078,97.62
22193,119.15
56808,21.16
58072,21.16
71688,21.16
32027,21.18
68670,21.18
73072,298.31
63409,21.2
9317,21.21
105893,21.21
11286,494.21
47102,21.25
73772,126.24
104979,126.99
108441,441.25
116586,110.25
37490,21.28
69253,21.28
120111,67.29
67894,21.34
3923,213.85
13892,21.35
43982,186.35
72687,100.31
79404,21.37
41148,68.26
43802,21.38
81729,21.38
123255,21.38
33650,21.39
35545,80.39
64434,21.39
95444,21.39
96137,127.67
55802,93.58
64262,21.41
64655,21.41
19541,21.45
44570,84.42
70479,21.45
89653,44.45
113235,21.45
111702,21.48
87258,21.49
7817,76.5
15998,195.95
17325,21.5
23447,61.49
24967,231.45
29364,107.5
30151,191.88
32668,21.5
51196,180.48
64811,21.5
64931,21.5
80151,67.11
85667,71.0
87985,116.45
94949,61.38
100326,21.5
118227,21.5
118909,21.5
29586,217.28
70947,21.59
83078,164.59
51249,280.6
65060,21.6
74738,21.6
79677,21.6
100362,21.6
102603,120.6
123539,21.6
22056,66.58
94700,21.63
102463,184.02
25286,188.64
123275,21.64
46832,21.65
59408,21.65
50650,21.68
71504,44.48
103862,182.51
5459,21.71
39148,21.71
54748,71.16
74811,146.74
79300,21.74
105518,21.74
73668,184.92
119024,46.75
13653,21.8
25762,219.8
28997,91.8
31504,21.8
38935,21.8
67568,21.8
97428,46.8
836,86.8
15551,151.36
71907,21.87
72809,68.82
7461,21.9
26776,21.9
45731,21.9
46235,241.85
49976,21.9
58123,21.9
69321,21.9
70665,21.9
80786,21.9
98592,21.9
117851,21.9
121511,229.89
79005,161.92
46202,273.88
70302,21.94
117760,21.94
4232,54.85
9774,469.94
14339,21.95
14948,21.95
15057,101.95
15383,63.9
22728,21.95
27910,21.95
36225,21.95
36900,21.95
41495,396.83
46735,21.95
47705,21.95
49017,21.95
54248,45.95
56845,56.34
57574,974.95
63349,21.95
63813,21.95
66446,21.95
73111,91.93
75427,21.95
76035,21.95
78625,21.95
79984,257.38
83805,21.95
85018,21.95
94356,61.45
95086,100.95
95654,81.9
96000,59.95
98735,197.4
101452,81.85
102491,21.95
105331,21.95
107377,21.95
111807,51.9
116593,21.95
118193,21.95
1498,21.97
17981,100.72
46506,21.97
51088,21.97
92498,109.97
101577,83.97
103153,21.97
114309,21.97
2504,21.98
7384,146.97
20743,21.98
24661,21.98
47498,21.98
49508,21.98
70691,87.98
85470,21.98
115448,105.98
118521,262.03
918,21.99
1296,21.99
1514,21.99
1645,250.95
2090,69.99
3732,21.99
4475,21.99
6905,61.49
7611,91.49
9023,146.94
9279,21.99
12200,53.58
13294,21.99
13921,56.97
17525,21.99
18326,21.99
18795,71.98
19957,21.99
20890,160.98
22435,21.99
22572,21.99
23529,21.99
24071,21.99
24527,21.99
24532,21.99
25024,21.99
25346,75.54
26949,21.99
27499,21.99
27500,215.44
29733,21.99
30415,21.99
31686,21.99
31850,21.99
32137,55.98
34020,100.99
35154,134.79
36717,21.99
37471,21.99
38697,51.98
39655,64.98
39860,21.99
40428,91.49
42043,53.99
42141,21.99
43307,21.99
43960,96.99
45004,21.99
45627,21.99
46112,21.99
46468,181.99
46547,124.95
46982,61.98
47020,21.99
47092,153.69
47265,21.99
47485,60.15
47942,356.97
48430,99.99
49964,188.98
50106,21.99
50460,21.99
52463,21.99
52738,21.99
52924,43.98
53956,54.99
56093,21.99
57271,21.99
59185,66.99
60058,58.98
62532,48.99
62785,63.98
63327,21.99
63962,21.99
64654,86.98
65025,21.99
65074,21.99
66047,21.99
66912,21.99
67175,71.99
67796,21.99
69509,276.48
71204,21.99
72783,21.99
72890,21.99
73091,21.99
73377,343.81
73952,102.94
74479,21.99
82047,135.99
82345,21.99
82426,192.99
82924,81.49
85965,21.99
88918,61.98
89307,21.99
90863,71.94
91629,45.22
92012,21.99
92921,21.99
93390,21.99
94505,21.99
95346,21.99
95441,21.99
95993,73.99
96030,141.99
96135,21.99
96288,49.79
96419,21.99
98072,21.99
98864,21.99
100098,21.99
100959,79.99
101327,146.99
101840,21.99
102183,60.99
102873,348.49
103651,96.99
103716,21.99
104092,70.99
104220,51.94
104455,21.99
104833,86.99
105283,21.99
106489,21.99
106749,21.99
106890,46.99
107224,21.99
108999,138.84
109835,101.98
112660,21.99
113207,151.98
113299,21.99
113679,146.98
114548,21.99
115290,21.99
115700,149.49
116189,21.99
117845,81.94
118221,64.98
119758,21.99
120227,81.99
120955,46.98
122453,93.99
123188,170.27
124809,21.99
923,22.0
1710,22.0
1927,22.0
2588,22.0
2648,89.0
3525,22.0
5106,382.0
5856,22.0
6655,143.98
6765,22.0
6816,110.0
6979,22.0
9316,294.0
9536,166.49
11179,22.0
11268,22.0
11288,22.0
11292,56.84
11408,48.0
11848,158.98
11961,295.94
12808,22.0
14909,106.06
14956,22.0
16867,22.0
19097,22.0
19709,22.0
19852,22.0
19861,52.45
19935,146.44
20655,22.0
20932,92.0
20939,46.9
21293,46.99
22432,22.0
22776,52.0
23203,22.0
23336,101.95
24558,247.0
24776,71.99
24786,22.0
24979,22.0
26273,132.0
27044,60.97
27810,55.99
28471,154.49
28938,22.0
29200,107.12
30492,22.0
31352,147.0
31384,243.49
31398,78.49
31429,22.0
31791,22.0
33027,166.95
33706,127.0
35174,22.0
35440,22.0
37380,120.74
37447,123.94
38926,22.0
39451,70.65
39832,22.0
40276,78.0
43481,22.0
43653,22.0
44688,22.0
44962,47.0
45008,22.0
45184,22.0
45313,22.0
46265,356.91
46706,22.0
46727,54.0
46882,22.0
47337,22.0
47489,22.0
48822,47.5
48863,22.0
49103,22.0
49858,22.0
52169,22.0
52261,22.0
53203,75.95
54077,77.0
54208,56.0
54999,22.0
55859,22.0
56408,528.25
56610,59.74
56869,22.0
56950,111.5
57299,22.0
57309,22.0
57315,22.0
57888,167.0
59028,51.99
59158,112.0
59611,100.14
59647,22.0
59736,22.0
60071,22.0
60686,22.0
60895,22.0
62818,343.95
63102,22.0
64252,22.0
64967,59.61
65024,22.0
65097,152.05
65537,22.0
68547,62.0
68842,47.0
69982,22.0
70291,227.0
71198,22.0
71733,204.95
72052,22.0
72287,114.6
72969,22.0
73107,59.99
74057,78.0
74059,22.0
74274,22.0
74389,86.32
75584,46.95
76050,141.07
76462,192.93
76870,396.85
77022,52.0
78153,22.0
78370,22.0
80565,47.0
80995,22.0
81947,62.0
82279,22.0
82657,22.0
82763,121.98
83008,22.0
83011,22.0
83169,54.0
83292,311.92
84345,56.0
84415,22.0
84548,66.98
85453,22.0
85585,22.0
86108,22.0
88071,22.0
89456,22.0
89828,56.99
89852,211.0
90415,22.0
91365,50.0
91600,54.46
91996,206.89
94207,61.0
94741,69.99
96218,195.99
97337,22.0
97499,22.0
98162,550.81
98661,22.0
99160,56.0
99279,22.0
99721,331.11
101010,22.0
101166,22.0
101507,126.0
102673,190.0
102751,22.0
103306,57.0
103844,22.0
103903,81.5
103981,22.0
104308,46.99
104809,155.0
105828,22.0
106158,22.0
106780,22.0
107309,22.0
107943,22.0
108270,22.0
108737,47.0
108838,22.0
108867,48.0
109637,76.0
109813,22.0
110138,22.0
110680,91.42
110826,47.0
111499,92.0
111957,22.0
112286,22.0
114396,22.0
114433,22.0
114616,22.0
115050,22.0
117188,22.0
117505,22.0
117597,160.0
117934,22.0
119177,221.95
119274,22.0
119669,54.0
121513,67.61
121606,315.0
121697,62.0
123794,190.99
59161,22.01
81067,82.1
36659,22.02
66089,22.02
66430,121.99
74812,22.02
75821,50.01
79932,22.02
14600,22.03
25593,155.99
25490,82.05
62566,22.05
89693,245.5
112072,61.05
121473,167.44
50643,179.07
79633,125.04
105961,72.06
21330,22.08
72147,22.08
19424,301.1
28146,22.1
37444,22.1
49334,22.1
58317,50.09
71450,120.1
112837,22.1
10118,22.12
75707,22.13
69190,47.19
19589,239.72
30281,22.22
66192,22.22
11838,91.76
40076,22.26
87992,399.2
112549,104.72
17302,22.28
64,120.3
65616,22.3
117538,22.3
118487,54.86
50410,22.38
78141,22.44
16063,57.43
45053,72.46
103547,235.64
62091,177.48
2578,22.5
2884,22.5
4962,22.5
5343,22.5
11747,22.5
14540,22.5
15906,22.5
22185,22.5
24179,22.5
26416,22.5
26731,47.49
27552,22.5
27938,22.5
28405,22.5
32297,22.5
35358,67.5
37577,137.65
39448,197.44
41029,47.28
44371,22.5
47250,112.45
48440,22.5
48781,96.71
56166,22.5
58098,22.5
62594,22.5
65091,22.5
66068,22.5
67437,22.5
70374,22.5
75123,22.5
81031,22.5
81296,213.92
81632,46.5
87711,22.5
87732,47.5
90214,177.49
94617,22.5
97385,22.5
101202,49.5
101869,204.99
102634,65.45
103043,22.5
105473,22.5
106593,22.5
107347,22.5
113921,22.5
117149,22.5
117480,22.5
117631,22.5
119500,22.5
52904,22.56
68274,22.56
27094,22.58
28051,221.58
64253,22.58
69735,117.57
82517,111.58
83901,22.58
91321,155.07
33611,171.64
71247,22.73
44392,96.74
52498,84.76
99866,22.76
106692,22.76
30870,22.77
51846,22.78
51149,22.79
70290,76.07
1142,22.8
39247,22.8
45862,122.75
80896,22.8
84176,22.8
112977,421.8
82362,22.82
105895,167.27
123443,22.82
7730,55.89
33878,116.85
12032,22.88
32178,293.84
48589,150.82
54554,47.87
107069,22.88
118060,22.88
124232,22.88
147,157.9
3756,49.92
5918,131.58
29823,83.89
38755,22.9
43772,57.35
49248,22.9
62638,22.9
79998,22.9
83916,22.9
94566,22.9
99785,22.9
117092,78.59
18578,22.93
2511,67.07
8292,146.95
8629,22.95
10852,22.95
20918,95.12
23378,22.95
28719,235.93
32548,84.93
49996,154.94
50287,171.94
53514,57.95
58409,61.44
62243,132.95
65224,22.95
71321,22.95
79195,22.95
79238,22.95
90920,22.95
95763,322.89
97557,52.95
104253,22.95
110816,143.28
118282,22.95
121027,22.95
121948,22.95
124773,47.85
11406,22.97
17124,22.97
32568,22.97
52227,112.92
55241,22.97
84791,22.97
88873,22.97
101233,82.47
46603,22.98
81597,22.98
88191,22.98
100360,22.98
110729,22.98
943,22.99
1785,107.99
2645,232.93
5575,22.99
6077,22.99
7487,204.48
8022,22.99
8046,62.98
8185,22.99
9493,22.99
11711,22.99
12193,22.99
14493,22.99
15264,92.49
17964,355.89
18080,90.99
18768,176.11
19598,22.99
20300,22.99
25524,22.99
28993,22.99
32671,22.99
33934,102.98
36471,22.99
39001,22.99
39254,92.98
42807,22.99
44407,22.99
45781,22.99
48023,22.99
50229,152.99
50425,22.99
50668,22.99
51630,22.99
51961,22.99
52588,119.24
53016,112.49
53578,22.99
53770,22.99
53851,220.99
54037,22.99
54427,67.98
56171,71.99
56294,132.99
57706,405.99
58601,77.94
61066,86.99
63113,57.99
63763,22.99
63868,22.99
64053,22.99
65303,22.99
67276,22.99
68851,22.99
72496,66.43
73492,216.94
76856,22.99
78025,237.78
78324,22.99
78388,22.99
79028,22.99
79884,122.94
80248,22.99
81128,22.99
82983,22.99
83525,138.33
85687,22.99
86923,173.74
88180,183.49
90971,22.99
93787,127.38
94355,76.37
95569,305.94
100015,22.99
102705,22.99
103047,22.99
106900,22.99
107645,51.98
107737,22.99
109070,22.99
109207,22.99
110405,22.99
110658,22.99
110941,22.99
112090,22.99
113259,22.99
113548,22.99
114336,22.99
114580,22.99
116451,22.99
116664,22.99
117429,112.98
117893,22.99
117987,22.99
118483,22.99
118579,22.99
118771,22.99
118861,57.98
119110,22.99
119530,214.5
120279,22.99
121808,101.91
123819,22.99
2392,62.99
6998,23.0
7233,23.0
12733,82.5
13912,130.17
14989,23.0
17289,23.0
17852,77.99
18419,23.0
19785,62.95
20947,62.99
24414,209.0
25530,23.0
28190,307.99
32120,23.0
32372,274.0
34724,94.95
35614,23.0
39402,23.0
39554,221.0
40210,23.0
40996,23.0
41240,23.0
46480,92.99
50526,114.13
56398,47.99
56585,23.0
58667,222.0
59612,23.0
59658,23.0
59854,23.0
61078,23.0
62898,23.0
65315,23.0
67211,23.0
67543,23.0
69499,23.0
72597,23.0
76190,189.95
78023,23.0
81834,23.0
82797,23.0
88003,23.0
90083,23.0
91332,23.0
92009,23.0
92051,23.0
92369,23.0
93174,23.0
94706,23.0
98077,23.0
100991,118.7
102680,85.94
103283,23.0
105724,23.0
107186,275.0
107660,23.0
107661,23.0
108193,79.99
108796,23.0
109048,23.0
109187,23.0
109356,23.0
109880,201.0
110487,23.0
114826,23.0
115013,23.0
118163,23.0
120897,23.0
122841,23.0
124623,146.83
103626,223.9
82258,23.12
4727,23.16
12340,23.16
32466,23.16
33565,47.16
33594,116.15
38485,242.66
84640,23.16
60909,23.17
37409,70.19
57341,23.2
62926,23.2
89096,23.22
10926,23.23
24088,97.23
43851,103.22
46323,23.23
51450,23.23
57306,72.2
57405,23.23
59845,68.22
80181,23.23
109411,23.23
39701,23.25
68417,23.39
50799,23.4
17594,23.42
91031,23.43
97285,23.43
19773,23.45
45820,211.45
51465,23.45
60233,23.45
77955,253.45
99550,23.45
123263,23.45
56747,159.48
77664,89.98
116252,55.48
121285,23.48
16160,23.5
22236,23.5
30660,77.5
32243,23.5
41530,23.5
46108,23.5
52218,75.5
77016,23.5
86520,23.5
88253,198.5
98816,23.5
114717,23.5
118860,198.48
3064,57.21
47953,23.53
102498,81.03
106093,23.53
65284,53.06
47416,23.58
9554,23.59
49774,79.98
82427,23.59
119489,53.59
44246,63.61
107384,23.61
55589,23.63
83716,23.63
84198,23.63
98874,189.61
6018,23.73
42689,23.73
98258,23.73
123098,201.21
37504,23.74
23895,121.87
109017,23.75
19922,23.76
861,23.79
100817,66.79
116283,23.81
79411,23.82
80445,23.82
30256,23.85
119507,58.84
121847,529.35
34895,23.86
46335,23.86
85282,118.84
96923,23.86
112235,23.86
17950,124.33
40409,23.9
46240,172.9
52060,23.9
64414,23.9
66331,84.17
84560,23.9
95608,93.85
112801,222.9
115075,23.9
115179,23.9
118899,23.9
47357,83.91
78110,170.36
110675,23.92
2109,23.95
6878,23.95
13415,23.95
16345,58.95
17804,23.95
20050,175.32
21614,23.95
23169,107.95
24258,23.95
24918,23.95
26786,187.52
34226,23.95
38624,23.95
44033,23.95
48543,23.95
49437,63.17
